Pokemon,Location,Encounter Method,Level Range,Encounter Rate
Slowpoke,Seven Island Trainer Tower,Fishing (Unknown Rod),25-35,20
Slowpoke,Seven Island Sevault Canyon Entrance,Walking/Grass,41,21
Slowpoke,Seven Island Tanoby Ruins,Fishing (Unknown Rod),25-35,20
Slowpoke,Route4,Fishing (Unknown Rod),25-35,20
Slowpoke,Route6,Surfing,20-25,2
Slowpoke,Route6,Surfing,20-25,2
Slowpoke,Route6,Surfing,25-30,2
Slowpoke,Route6,Surfing,30-35,2
Slowpoke,Route6,Surfing,35-40,2
Slowpoke,Route6,Fishing (Unknown Rod),15-25,20
Slowpoke,Route6,Fishing (Unknown Rod),25-35,20
Slowpoke,Route10,Fishing (Unknown Rod),25-35,20
Slowpoke,Route11,Fishing (Unknown Rod),25-35,20
Slowpoke,Route12,Fishing (Unknown Rod),25-35,60
Slowpoke,Route13,Fishing (Unknown Rod),25-35,20
Slowpoke,Route19,Fishing (Unknown Rod),25-35,20
Slowpoke,Route20,Fishing (Unknown Rod),25-35,20
Slowpoke,Route21 North,Fishing (Unknown Rod),25-35,20
Slowpoke,Route21 South,Fishing (Unknown Rod),25-35,20
Slowpoke,Route22,Surfing,20-25,2
Slowpoke,Route22,Surfing,20-25,2
Slowpoke,Route22,Surfing,25-30,2
Slowpoke,Route22,Surfing,30-35,2
Slowpoke,Route22,Surfing,35-40,2
Slowpoke,Route22,Fishing (Unknown Rod),15-25,20
Slowpoke,Route22,Fishing (Unknown Rod),25-35,20
Slowpoke,Route23,Surfing,20-25,2
Slowpoke,Route23,Surfing,20-25,2
Slowpoke,Route23,Surfing,25-30,2
Slowpoke,Route23,Surfing,30-35,2
Slowpoke,Route23,Surfing,35-40,2
Slowpoke,Route23,Fishing (Unknown Rod),15-25,20
Slowpoke,Route23,Fishing (Unknown Rod),25-35,20
Slowpoke,Route24,Fishing (Unknown Rod),25-35,20
Slowpoke,Route25,Surfing,20-25,2
Slowpoke,Route25,Surfing,20-25,2
Slowpoke,Route25,Surfing,25-30,2
Slowpoke,Route25,Surfing,30-35,2
Slowpoke,Route25,Surfing,35-40,2
Slowpoke,Route25,Fishing (Unknown Rod),15-25,20
Slowpoke,Route25,Fishing (Unknown Rod),25-35,20
Slowpoke,Pallet Town,Fishing (Unknown Rod),5-6,10
Slowpoke,Viridian City,Surfing,20-25,1
Slowpoke,Viridian City,Surfing,20-25,1
Slowpoke,Viridian City,Surfing,25-30,1
Slowpoke,Viridian City,Surfing,30-35,1
Slowpoke,Viridian City,Surfing,35-40,1
Slowpoke,Viridian City,Fishing (Unknown Rod),3-6,10
Slowpoke,Viridian City,Fishing (Unknown Rod),4-6,10
Slowpoke,Viridian City,Fishing (Unknown Rod),5-6,10
Slowpoke,Cerulean City,Fishing (Unknown Rod),25-35,10
Slowpoke,Vermilion City,Fishing (Unknown Rod),25-35,10
Slowpoke,Celadon City,Surfing,5-10,1
Slowpoke,Celadon City,Surfing,10-20,1
Slowpoke,Celadon City,Surfing,20-30,1
Slowpoke,Celadon City,Surfing,30-40,1
Slowpoke,Fuchsia City,Surfing,20-25,1
Slowpoke,Fuchsia City,Surfing,20-25,1
Slowpoke,Fuchsia City,Surfing,25-30,1
Slowpoke,Fuchsia City,Surfing,30-35,1
Slowpoke,Fuchsia City,Surfing,35-40,1
Slowpoke,Fuchsia City,Fishing (Unknown Rod),15-25,10
Slowpoke,Fuchsia City,Fishing (Unknown Rod),25-35,10
Slowpoke,Cinnabar Island,Fishing (Unknown Rod),25-35,10
Slowpoke,One Island,Fishing (Unknown Rod),25-35,10
Slowpoke,Four Island,Surfing,5-35,2
Slowpoke,Four Island,Fishing (Unknown Rod),15-25,20
Slowpoke,Four Island,Fishing (Unknown Rod),25-35,20
Slowpoke,Five Island,Fishing (Unknown Rod),25-35,10
Slugma,Mt Ember Ruby Path B1F,Walking/Grass,24,7
Slugma,Mt Ember Ruby Path B1F,Walking/Grass,26,7
Slugma,Mt Ember Ruby Path B1F,Walking/Grass,28,7
Slugma,Mt Ember Ruby Path B1F,Walking/Grass,30,7
Slugma,Mt Ember Ruby Path B1F,Walking/Grass,30,7
Slugma,Mt Ember Ruby Path B2F,Walking/Grass,26,7
Slugma,Mt Ember Ruby Path B2F,Walking/Grass,24,7
Slugma,Mt Ember Ruby Path B2F,Walking/Grass,28,7
Slugma,Mt Ember Ruby Path B2F,Walking/Grass,30,7
Slugma,Mt Ember Ruby Path B2F,Walking/Grass,32,7
Slugma,Mt Ember Ruby Path B2F,Walking/Grass,22,7
Slugma,Mt Ember Ruby Path B2F,Walking/Grass,22,7
Slugma,Mt Ember Ruby Path B3F,Walking/Grass,26,7
Slugma,Mt Ember Ruby Path B3F,Walking/Grass,28,7
Slugma,Mt Ember Ruby Path B3F,Walking/Grass,30,7
Slugma,Mt Ember Ruby Path B3F,Walking/Grass,32,7
Slugma,Mt Ember Ruby Path B3F,Walking/Grass,24,7
Slugma,Mt Ember Ruby Path B3F,Walking/Grass,22,7
Slugma,Mt Ember Ruby Path B3F,Walking/Grass,20,7
Slugma,Mt Ember Ruby Path B3F,Walking/Grass,34,7
Slugma,Mt Ember Ruby Path B3F,Walking/Grass,36,7
Slugma,Mt Ember Ruby Path B3F,Walking/Grass,18,7
Slugma,Mt Ember Ruby Path B3F,Walking/Grass,36,7
Slugma,Mt Ember Ruby Path B3F,Walking/Grass,18,7
Slugma,Mt Ember Ruby Path B3F,Rock Smash,15-25,50
Slugma,Mt Ember Ruby Path B3F,Rock Smash,25-35,50
Slugma,Mt Ember Ruby Path B1F Stairs,Walking/Grass,26,7
Slugma,Mt Ember Ruby Path B1F Stairs,Walking/Grass,24,7
Slugma,Mt Ember Ruby Path B1F Stairs,Walking/Grass,28,7
Slugma,Mt Ember Ruby Path B1F Stairs,Walking/Grass,30,7
Slugma,Mt Ember Ruby Path B1F Stairs,Walking/Grass,32,7
Slugma,Mt Ember Ruby Path B1F Stairs,Walking/Grass,22,7
Slugma,Mt Ember Ruby Path B1F Stairs,Walking/Grass,22,7
Slugma,Mt Ember Ruby Path B2F Stairs,Walking/Grass,24,7
Slugma,Mt Ember Ruby Path B2F Stairs,Walking/Grass,26,7
Slugma,Mt Ember Ruby Path B2F Stairs,Walking/Grass,28,7
Slugma,Mt Ember Ruby Path B2F Stairs,Walking/Grass,30,7
Slugma,Mt Ember Ruby Path B2F Stairs,Walking/Grass,30,7
Slugma,Mt Ember Ruby Path B1F,Walking/Grass,24,7
Slugma,Mt Ember Ruby Path B1F,Walking/Grass,26,7
Slugma,Mt Ember Ruby Path B1F,Walking/Grass,28,7
Slugma,Mt Ember Ruby Path B1F,Walking/Grass,30,7
Slugma,Mt Ember Ruby Path B1F,Walking/Grass,30,7
Slugma,Mt Ember Ruby Path B2F,Walking/Grass,26,7
Slugma,Mt Ember Ruby Path B2F,Walking/Grass,24,7
Slugma,Mt Ember Ruby Path B2F,Walking/Grass,28,7
Slugma,Mt Ember Ruby Path B2F,Walking/Grass,30,7
Slugma,Mt Ember Ruby Path B2F,Walking/Grass,32,7
Slugma,Mt Ember Ruby Path B2F,Walking/Grass,22,7
Slugma,Mt Ember Ruby Path B2F,Walking/Grass,22,7
Slugma,Mt Ember Ruby Path B3F,Walking/Grass,26,7
Slugma,Mt Ember Ruby Path B3F,Walking/Grass,28,7
Slugma,Mt Ember Ruby Path B3F,Walking/Grass,30,7
Slugma,Mt Ember Ruby Path B3F,Walking/Grass,32,7
Slugma,Mt Ember Ruby Path B3F,Walking/Grass,24,7
Slugma,Mt Ember Ruby Path B3F,Walking/Grass,22,7
Slugma,Mt Ember Ruby Path B3F,Walking/Grass,20,7
Slugma,Mt Ember Ruby Path B3F,Walking/Grass,34,7
Slugma,Mt Ember Ruby Path B3F,Walking/Grass,36,7
Slugma,Mt Ember Ruby Path B3F,Walking/Grass,18,7
Slugma,Mt Ember Ruby Path B3F,Walking/Grass,36,7
Slugma,Mt Ember Ruby Path B3F,Walking/Grass,18,7
Slugma,Mt Ember Ruby Path B3F,Rock Smash,15-25,50
Slugma,Mt Ember Ruby Path B3F,Rock Smash,25-35,50
Slugma,Mt Ember Ruby Path B1F Stairs,Walking/Grass,26,7
Slugma,Mt Ember Ruby Path B1F Stairs,Walking/Grass,24,7
Slugma,Mt Ember Ruby Path B1F Stairs,Walking/Grass,28,7
Slugma,Mt Ember Ruby Path B1F Stairs,Walking/Grass,30,7
Slugma,Mt Ember Ruby Path B1F Stairs,Walking/Grass,32,7
Slugma,Mt Ember Ruby Path B1F Stairs,Walking/Grass,22,7
Slugma,Mt Ember Ruby Path B1F Stairs,Walking/Grass,22,7
Slugma,Mt Ember Ruby Path B2F Stairs,Walking/Grass,24,7
Slugma,Mt Ember Ruby Path B2F Stairs,Walking/Grass,26,7
Slugma,Mt Ember Ruby Path B2F Stairs,Walking/Grass,28,7
Slugma,Mt Ember Ruby Path B2F Stairs,Walking/Grass,30,7
Slugma,Mt Ember Ruby Path B2F Stairs,Walking/Grass,30,7
Smeargle,Six Island Altering Cave,Walking/Grass,22,5
Smeargle,Six Island Altering Cave,Walking/Grass,24,5
Smeargle,Six Island Altering Cave,Walking/Grass,20,5
Smeargle,Six Island Altering Cave,Walking/Grass,26,5
Smeargle,Six Island Altering Cave,Walking/Grass,22,5
Smeargle,Six Island Altering Cave,Walking/Grass,24,5
Smeargle,Six Island Altering Cave,Walking/Grass,28,5
Smeargle,Six Island Altering Cave,Walking/Grass,18,5
Smeargle,Six Island Altering Cave,Walking/Grass,20,5
Smeargle,Six Island Altering Cave,Walking/Grass,26,5
Smeargle,Six Island Altering Cave,Walking/Grass,20,5
Smeargle,Six Island Altering Cave,Walking/Grass,26,5
Smeargle,Six Island Altering Cave,Walking/Grass,22,7
Smeargle,Six Island Altering Cave,Walking/Grass,24,7
Smeargle,Six Island Altering Cave,Walking/Grass,20,7
Smeargle,Six Island Altering Cave,Walking/Grass,26,7
Smeargle,Six Island Altering Cave,Walking/Grass,22,7
Smeargle,Six Island Altering Cave,Walking/Grass,24,7
Smeargle,Six Island Altering Cave,Walking/Grass,28,7
Smeargle,Six Island Altering Cave,Walking/Grass,18,7
Smeargle,Six Island Altering Cave,Walking/Grass,20,7
Smeargle,Six Island Altering Cave,Walking/Grass,26,7
Smeargle,Six Island Altering Cave,Walking/Grass,20,7
Smeargle,Six Island Altering Cave,Walking/Grass,26,7
Sneasel,Four Island Icefall Cave 1F,Walking/Grass,30,7
Sneasel,Four Island Icefall Cave B1F,Walking/Grass,30,7
Spearow,Mt Ember Exterior,Walking/Grass,32,21
Spearow,Mt Ember Exterior,Walking/Grass,30,21
Spearow,Mt Ember Exterior,Walking/Grass,30,21
Spearow,One Island Kindle Road,Walking/Grass,32,21
Spearow,One Island Kindle Road,Walking/Grass,30,21
Spearow,One Island Treasure Beach,Walking/Grass,32,21
Spearow,One Island Treasure Beach,Walking/Grass,31,21
Spearow,Two Island Cape Brink,Walking/Grass,31,21
Spearow,Six Island Water Path,Walking/Grass,44,21
Spearow,Six Island Ruin Valley,Walking/Grass,44,21
Spearow,Seven Island Sevault Canyon Entrance,Walking/Grass,44,21
Spearow,Route1,Walking/Grass,3,21
Spearow,Route1,Walking/Grass,4,21
Spearow,Route2,Walking/Grass,5,21
Spearow,Route3,Walking/Grass,6,21
Spearow,Route3,Walking/Grass,7,21
Spearow,Route3,Walking/Grass,8,21
Spearow,Route4,Walking/Grass,10,21
Spearow,Route4,Walking/Grass,8,21
Spearow,Route4,Walking/Grass,12,21
Spearow,Route9,Walking/Grass,16,21
Spearow,Route9,Walking/Grass,13,21
Spearow,Route9,Walking/Grass,17,21
Spearow,Route10,Walking/Grass,16,21
Spearow,Route10,Walking/Grass,13,21
Spearow,Route10,Walking/Grass,17,21
Spearow,Route11,Walking/Grass,15,21
Spearow,Route11,Walking/Grass,13,21
Spearow,Route11,Walking/Grass,17,21
Spearow,Route16,Walking/Grass,20,21
Spearow,Route16,Walking/Grass,22,21
Spearow,Route17,Walking/Grass,20,21
Spearow,Route17,Walking/Grass,22,21
Spearow,Route18,Walking/Grass,20,21
Spearow,Route18,Walking/Grass,22,21
Spearow,Route22,Walking/Grass,3,21
Spearow,Route22,Walking/Grass,5,21
Spearow,Route23,Walking/Grass,34,21
Spearow,Route23,Walking/Grass,32,21
Spearow,Route23,Walking/Grass,32,21
Spearow,Mt Ember Exterior,Walking/Grass,32,21
Spearow,One Island Kindle Road,Walking/Grass,32,21
Spearow,One Island Kindle Road,Walking/Grass,30,21
Spearow,One Island Treasure Beach,Walking/Grass,32,21
Spearow,One Island Treasure Beach,Walking/Grass,31,21
Spearow,Two Island Cape Brink,Walking/Grass,31,21
Spearow,Six Island Water Path,Walking/Grass,44,21
Spearow,Six Island Ruin Valley,Walking/Grass,44,21
Spearow,Seven Island Sevault Canyon Entrance,Walking/Grass,44,21
Spearow,Route3,Walking/Grass,6,21
Spearow,Route3,Walking/Grass,7,21
Spearow,Route3,Walking/Grass,8,21
Spearow,Route4,Walking/Grass,10,21
Spearow,Route4,Walking/Grass,8,21
Spearow,Route4,Walking/Grass,12,21
Spearow,Route9,Walking/Grass,16,21
Spearow,Route9,Walking/Grass,13,21
Spearow,Route9,Walking/Grass,17,21
Spearow,Route10,Walking/Grass,16,21
Spearow,Route10,Walking/Grass,13,21
Spearow,Route10,Walking/Grass,17,21
Spearow,Route11,Walking/Grass,15,21
Spearow,Route11,Walking/Grass,13,21
Spearow,Route11,Walking/Grass,17,21
Spearow,Route16,Walking/Grass,20,21
Spearow,Route16,Walking/Grass,22,21
Spearow,Route17,Walking/Grass,20,21
Spearow,Route17,Walking/Grass,22,21
Spearow,Route18,Walking/Grass,20,21
Spearow,Route18,Walking/Grass,22,21
Spearow,Route22,Walking/Grass,3,21
Spearow,Route22,Walking/Grass,5,21
Spearow,Route23,Walking/Grass,34,21
Spearow,Route23,Walking/Grass,32,21
Spearow,Route23,Walking/Grass,32,21
Spinarak,Six Island Pattern Bush,Walking/Grass,9,21
Spinarak,Six Island Pattern Bush,Walking/Grass,14,21
Spinarak,Six Island Pattern Bush,Walking/Grass,9,21
Spinarak,Six Island Pattern Bush,Walking/Grass,14,21
Squirtle,Route6,Walking/Grass,12,21
Stantler,Six Island Altering Cave,Walking/Grass,22,5
Stantler,Six Island Altering Cave,Walking/Grass,24,5
Stantler,Six Island Altering Cave,Walking/Grass,20,5
Stantler,Six Island Altering Cave,Walking/Grass,26,5
Stantler,Six Island Altering Cave,Walking/Grass,22,5
Stantler,Six Island Altering Cave,Walking/Grass,24,5
Stantler,Six Island Altering Cave,Walking/Grass,28,5
Stantler,Six Island Altering Cave,Walking/Grass,18,5
Stantler,Six Island Altering Cave,Walking/Grass,20,5
Stantler,Six Island Altering Cave,Walking/Grass,26,5
Stantler,Six Island Altering Cave,Walking/Grass,20,5
Stantler,Six Island Altering Cave,Walking/Grass,26,5
Stantler,Six Island Altering Cave,Walking/Grass,22,7
Stantler,Six Island Altering Cave,Walking/Grass,24,7
Stantler,Six Island Altering Cave,Walking/Grass,20,7
Stantler,Six Island Altering Cave,Walking/Grass,26,7
Stantler,Six Island Altering Cave,Walking/Grass,22,7
Stantler,Six Island Altering Cave,Walking/Grass,24,7
Stantler,Six Island Altering Cave,Walking/Grass,28,7
Stantler,Six Island Altering Cave,Walking/Grass,18,7
Stantler,Six Island Altering Cave,Walking/Grass,20,7
Stantler,Six Island Altering Cave,Walking/Grass,26,7
Stantler,Six Island Altering Cave,Walking/Grass,20,7
Stantler,Six Island Altering Cave,Walking/Grass,26,7
Starmie,Ssanne Exterior,Fishing (Unknown Rod),30-35,10
Staryu,Ssanne Exterior,Fishing (Unknown Rod),15-25,10
Staryu,Four Island Icefall Cave Back,Fishing (Unknown Rod),15-25,20
Staryu,Pallet Town,Fishing (Unknown Rod),4-6,10
Staryu,Vermilion City,Fishing (Unknown Rod),15-25,10
Staryu,Cinnabar Island,Fishing (Unknown Rod),15-25,10
Staryu,One Island,Fishing (Unknown Rod),15-25,10
Staryu,Five Island,Fishing (Unknown Rod),15-25,10
Swinub,Four Island Icefall Cave 1F,Walking/Grass,25,7
Swinub,Four Island Icefall Cave 1F,Walking/Grass,27,7
Swinub,Four Island Icefall Cave 1F,Walking/Grass,29,7
Swinub,Four Island Icefall Cave 1F,Walking/Grass,31,7
Swinub,Four Island Icefall Cave 1F,Walking/Grass,23,7
Swinub,Four Island Icefall Cave 1F,Walking/Grass,23,7
Swinub,Four Island Icefall Cave B1F,Walking/Grass,25,7
Swinub,Four Island Icefall Cave B1F,Walking/Grass,27,7
Swinub,Four Island Icefall Cave B1F,Walking/Grass,29,7
Swinub,Four Island Icefall Cave B1F,Walking/Grass,31,7
Swinub,Four Island Icefall Cave B1F,Walking/Grass,23,7
Swinub,Four Island Icefall Cave B1F,Walking/Grass,23,7
Swinub,Four Island Icefall Cave 1F,Walking/Grass,25,7
Swinub,Four Island Icefall Cave 1F,Walking/Grass,27,7
Swinub,Four Island Icefall Cave 1F,Walking/Grass,29,7
Swinub,Four Island Icefall Cave 1F,Walking/Grass,31,7
Swinub,Four Island Icefall Cave 1F,Walking/Grass,23,7
Swinub,Four Island Icefall Cave 1F,Walking/Grass,23,7
Swinub,Four Island Icefall Cave B1F,Walking/Grass,25,7
Swinub,Four Island Icefall Cave B1F,Walking/Grass,27,7
Swinub,Four Island Icefall Cave B1F,Walking/Grass,29,7
Swinub,Four Island Icefall Cave B1F,Walking/Grass,31,7
Swinub,Four Island Icefall Cave B1F,Walking/Grass,23,7
Swinub,Four Island Icefall Cave B1F,Walking/Grass,23,7
Tangela,One Island Treasure Beach,Walking/Grass,33,21
Tangela,One Island Treasure Beach,Walking/Grass,35,21
Tangela,Route21 North,Walking/Grass,22,14
Tangela,Route21 North,Walking/Grass,23,14
Tangela,Route21 North,Walking/Grass,24,14
Tangela,Route21 North,Walking/Grass,21,14
Tangela,Route21 North,Walking/Grass,25,14
Tangela,Route21 North,Walking/Grass,20,14
Tangela,Route21 North,Walking/Grass,19,14
Tangela,Route21 North,Walking/Grass,26,14
Tangela,Route21 North,Walking/Grass,18,14
Tangela,Route21 North,Walking/Grass,27,14
Tangela,Route21 North,Walking/Grass,17,14
Tangela,Route21 North,Walking/Grass,28,14
Tangela,Route21 South,Walking/Grass,22,14
Tangela,Route21 South,Walking/Grass,23,14
Tangela,Route21 South,Walking/Grass,24,14
Tangela,Route21 South,Walking/Grass,21,14
Tangela,Route21 South,Walking/Grass,25,14
Tangela,Route21 South,Walking/Grass,20,14
Tangela,Route21 South,Walking/Grass,19,14
Tangela,Route21 South,Walking/Grass,26,14
Tangela,Route21 South,Walking/Grass,18,14
Tangela,Route21 South,Walking/Grass,27,14
Tangela,Route21 South,Walking/Grass,17,14
Tangela,Route21 South,Walking/Grass,28,14
Tangela,One Island Treasure Beach,Walking/Grass,33,21
Tangela,One Island Treasure Beach,Walking/Grass,35,21
Tangela,Route21 North,Walking/Grass,22,14
Tangela,Route21 North,Walking/Grass,23,14
Tangela,Route21 North,Walking/Grass,24,14
Tangela,Route21 North,Walking/Grass,21,14
Tangela,Route21 North,Walking/Grass,25,14
Tangela,Route21 North,Walking/Grass,20,14
Tangela,Route21 North,Walking/Grass,19,14
Tangela,Route21 North,Walking/Grass,26,14
Tangela,Route21 North,Walking/Grass,18,14
Tangela,Route21 North,Walking/Grass,27,14
Tangela,Route21 North,Walking/Grass,17,14
Tangela,Route21 North,Walking/Grass,28,14
Tangela,Route21 South,Walking/Grass,22,14
Tangela,Route21 South,Walking/Grass,23,14
Tangela,Route21 South,Walking/Grass,24,14
Tangela,Route21 South,Walking/Grass,21,14
Tangela,Route21 South,Walking/Grass,25,14
Tangela,Route21 South,Walking/Grass,20,14
Tangela,Route21 South,Walking/Grass,19,14
Tangela,Route21 South,Walking/Grass,26,14
Tangela,Route21 South,Walking/Grass,18,14
Tangela,Route21 South,Walking/Grass,27,14
Tangela,Route21 South,Walking/Grass,17,14
Tangela,Route21 South,Walking/Grass,28,14
Tauros,Safari Zone North,Walking/Grass,28,21
Tauros,Safari Zone West,Walking/Grass,25,21
Tauros,Safari Zone North,Walking/Grass,28,21
Tauros,Safari Zone West,Walking/Grass,25,21
Teddiursa,Six Island Altering Cave,Walking/Grass,22,5
Teddiursa,Six Island Altering Cave,Walking/Grass,24,5
Teddiursa,Six Island Altering Cave,Walking/Grass,20,5
Teddiursa,Six Island Altering Cave,Walking/Grass,26,5
Teddiursa,Six Island Altering Cave,Walking/Grass,22,5
Teddiursa,Six Island Altering Cave,Walking/Grass,24,5
Teddiursa,Six Island Altering Cave,Walking/Grass,28,5
Teddiursa,Six Island Altering Cave,Walking/Grass,18,5
Teddiursa,Six Island Altering Cave,Walking/Grass,20,5
Teddiursa,Six Island Altering Cave,Walking/Grass,26,5
Teddiursa,Six Island Altering Cave,Walking/Grass,20,5
Teddiursa,Six Island Altering Cave,Walking/Grass,26,5
Teddiursa,Six Island Altering Cave,Walking/Grass,22,7
Teddiursa,Six Island Altering Cave,Walking/Grass,24,7
Teddiursa,Six Island Altering Cave,Walking/Grass,20,7
Teddiursa,Six Island Altering Cave,Walking/Grass,26,7
Teddiursa,Six Island Altering Cave,Walking/Grass,22,7
Teddiursa,Six Island Altering Cave,Walking/Grass,24,7
Teddiursa,Six Island Altering Cave,Walking/Grass,28,7
Teddiursa,Six Island Altering Cave,Walking/Grass,18,7
Teddiursa,Six Island Altering Cave,Walking/Grass,20,7
Teddiursa,Six Island Altering Cave,Walking/Grass,26,7
Teddiursa,Six Island Altering Cave,Walking/Grass,20,7
Teddiursa,Six Island Altering Cave,Walking/Grass,26,7
Tentacool,Ssanne Exterior,Surfing,5-10,1
Tentacool,Ssanne Exterior,Surfing,10-20,1
Tentacool,Ssanne Exterior,Surfing,20-30,1
Tentacool,Ssanne Exterior,Surfing,30-35,1
Tentacool,Ssanne Exterior,Surfing,35-40,1
Tentacool,Four Island Icefall Cave Back,Surfing,5-20,2
Tentacool,Four Island Icefall Cave Back,Surfing,20-35,2
Tentacool,Four Island Icefall Cave Back,Surfing,35-45,2
Tentacool,One Island Kindle Road,Surfing,5-20,2
Tentacool,One Island Kindle Road,Surfing,20-35,2
Tentacool,One Island Kindle Road,Surfing,35-40,2
Tentacool,One Island Treasure Beach,Surfing,5-20,2
Tentacool,One Island Treasure Beach,Surfing,20-35,2
Tentacool,One Island Treasure Beach,Surfing,35-40,2
Tentacool,Three Island Bond Bridge,Surfing,5-20,2
Tentacool,Three Island Bond Bridge,Surfing,20-35,2
Tentacool,Three Island Bond Bridge,Surfing,35-40,2
Tentacool,Five Island Resort Gorgeous,Surfing,5-35,2
Tentacool,Five Island Resort Gorgeous,Surfing,35-40,2
Tentacool,Five Island Water Labyrinth,Surfing,5-20,2
Tentacool,Five Island Water Labyrinth,Surfing,35-40,2
Tentacool,Five Island Meadow,Surfing,5-35,2
Tentacool,Five Island Meadow,Surfing,35-40,2
Tentacool,Five Island Memorial Pillar,Surfing,5-35,2
Tentacool,Five Island Memorial Pillar,Surfing,35-40,2
Tentacool,Six Island Outcast Island,Surfing,5-20,2
Tentacool,Six Island Outcast Island,Surfing,20-35,2
Tentacool,Six Island Outcast Island,Surfing,35-40,2
Tentacool,Six Island Green Path,Surfing,5-20,2
Tentacool,Six Island Green Path,Surfing,20-35,2
Tentacool,Six Island Green Path,Surfing,35-40,2
Tentacool,Six Island Water Path,Surfing,5-20,2
Tentacool,Six Island Water Path,Surfing,20-35,2
Tentacool,Six Island Water Path,Surfing,35-40,2
Tentacool,Seven Island Trainer Tower,Surfing,5-20,2
Tentacool,Seven Island Trainer Tower,Surfing,20-35,2
Tentacool,Seven Island Trainer Tower,Surfing,35-40,2
Tentacool,Seven Island Tanoby Ruins,Surfing,5-20,2
Tentacool,Seven Island Tanoby Ruins,Surfing,20-35,2
Tentacool,Seven Island Tanoby Ruins,Surfing,35-40,2
Tentacool,Route4,Surfing,5-10,2
Tentacool,Route4,Surfing,10-20,2
Tentacool,Route4,Surfing,20-30,2
Tentacool,Route4,Surfing,30-35,2
Tentacool,Route4,Surfing,35-40,2
Tentacool,Route10,Surfing,5-10,2
Tentacool,Route10,Surfing,10-20,2
Tentacool,Route10,Surfing,20-30,2
Tentacool,Route11,Surfing,5-10,2
Tentacool,Route11,Surfing,10-20,2
Tentacool,Route11,Surfing,20-30,2
Tentacool,Route11,Surfing,30-35,2
Tentacool,Route11,Surfing,35-40,2
Tentacool,Route12,Surfing,5-10,2
Tentacool,Route12,Surfing,10-20,2
Tentacool,Route12,Surfing,20-30,2
Tentacool,Route12,Surfing,30-35,2
Tentacool,Route12,Surfing,35-40,2
Tentacool,Route13,Surfing,5-10,2
Tentacool,Route13,Surfing,10-20,2
Tentacool,Route13,Surfing,20-30,2
Tentacool,Route13,Surfing,30-35,2
Tentacool,Route13,Surfing,35-40,2
Tentacool,Route19,Surfing,5-10,2
Tentacool,Route19,Surfing,10-20,2
Tentacool,Route19,Surfing,20-30,2
Tentacool,Route19,Surfing,30-35,2
Tentacool,Route19,Surfing,35-40,2
Tentacool,Route20,Surfing,5-10,2
Tentacool,Route20,Surfing,10-20,2
Tentacool,Route20,Surfing,20-30,2
Tentacool,Route20,Surfing,30-35,2
Tentacool,Route20,Surfing,35-40,2
Tentacool,Route21 North,Surfing,5-10,2
Tentacool,Route21 North,Surfing,10-20,2
Tentacool,Route21 North,Surfing,20-30,2
Tentacool,Route21 North,Surfing,30-35,2
Tentacool,Route21 North,Surfing,35-40,2
Tentacool,Route21 South,Surfing,5-10,2
Tentacool,Route21 South,Surfing,10-20,2
Tentacool,Route21 South,Surfing,20-30,2
Tentacool,Route21 South,Surfing,30-35,2
Tentacool,Route21 South,Surfing,35-40,2
Tentacool,Route24,Surfing,5-10,2
Tentacool,Route24,Surfing,10-20,2
Tentacool,Route24,Surfing,20-30,2
Tentacool,Route24,Surfing,30-35,2
Tentacool,Route24,Surfing,35-40,2
Tentacool,Pallet Town,Surfing,5-10,1
Tentacool,Pallet Town,Surfing,10-20,1
Tentacool,Pallet Town,Surfing,20-30,1
Tentacool,Pallet Town,Surfing,30-35,1
Tentacool,Pallet Town,Surfing,35-40,1
Tentacool,Cerulean City,Surfing,5-10,1
Tentacool,Cerulean City,Surfing,10-20,1
Tentacool,Cerulean City,Surfing,20-30,1
Tentacool,Cerulean City,Surfing,30-35,1
Tentacool,Cerulean City,Surfing,35-40,1
Tentacool,Vermilion City,Surfing,5-10,1
Tentacool,Vermilion City,Surfing,10-20,1
Tentacool,Vermilion City,Surfing,20-30,1
Tentacool,Vermilion City,Surfing,30-35,1
Tentacool,Vermilion City,Surfing,35-40,1
Tentacool,Cinnabar Island,Surfing,5-10,1
Tentacool,Cinnabar Island,Surfing,10-20,1
Tentacool,Cinnabar Island,Surfing,20-30,1
Tentacool,Cinnabar Island,Surfing,30-35,1
Tentacool,Cinnabar Island,Surfing,35-40,1
Tentacool,One Island,Surfing,5-20,1
Tentacool,One Island,Surfing,20-35,1
Tentacool,One Island,Surfing,35-40,1
Tentacool,Five Island,Surfing,5-35,1
Tentacool,Five Island,Surfing,35-40,1
Tentacool,Ssanne Exterior,Surfing,5-10,1
Tentacool,Ssanne Exterior,Surfing,10-20,1
Tentacool,Ssanne Exterior,Surfing,20-30,1
Tentacool,Ssanne Exterior,Surfing,30-35,1
Tentacool,Ssanne Exterior,Surfing,35-40,1
Tentacool,Four Island Icefall Cave Back,Surfing,5-20,2
Tentacool,Four Island Icefall Cave Back,Surfing,20-35,2
Tentacool,Four Island Icefall Cave Back,Surfing,35-45,2
Tentacool,One Island Kindle Road,Surfing,5-20,2
Tentacool,One Island Kindle Road,Surfing,20-35,2
Tentacool,One Island Kindle Road,Surfing,35-40,2
Tentacool,One Island Treasure Beach,Surfing,5-20,2
